nut,alpha.water,yPlus,k,p_rgh,p,omega,U0,U1,U2,Points0,Points1,Points2,vtkOriginalIndices,__vtkIsSelected__,vtkCompositeIndexArray
7.46725e-06,0.00578169,0,7.31338e-05,0,-1956.42,9.79499,-0.111859,-0.0116959,0,0.50625,0.243583,0,32029,0,2
2.25281e-05,0.00236482,0,0.000124783,0,-1956.24,4.86359,-0.088331,0.000483463,0,0.135937,0.245131,0,32030,0,2
2.38822e-05,0.002417,0,0.000118879,0,-1956.24,4.87785,-0.0880912,0.00102371,0,0.135937,0.243583,0,32031,0,2
2.29319e-05,0.00234767,0,0.000124096,0,-1956.24,4.8704,-0.0880346,0.000388304,0,0.13125,0.245131,0,32032,0,2
2.39341e-05,0.00239782,0,0.000118502,0,-1956.24,4.92132,-0.0877725,0.000917374,0,0.13125,0.243583,0,32033,0,2
1.51824e-05,0.0042597,0,0.000118439,0,-1956.34,7.30731,-0.104201,-0.021113,0,0.435937,0.245131,0,32034,0,2
1.39775e-05,0.00444162,0,0.000114427,0,-1956.35,7.4742,-0.104067,-0.02129,0,0.435937,0.243583,0,32035,0,2
1.6754e-05,0.00416134,0,0.000122417,0,-1956.33,7.17099,-0.102929,-0.0210905,0,0.43125,0.245131,0,32036,0,2
1.55067e-05,0.00433839,0,0.00011846,0,-1956.34,7.33007,-0.102855,-0.0212775,0,0.43125,0.243583,0,32037,0,2
2.5926e-05,0.00286432,0,0.000126754,0,-1956.27,4.49228,-0.0950769,-0.00303243,0,0.285937,0.245131,0,32038,0,2
2.72148e-05,0.00296348,0,0.000124358,0,-1956.27,4.49041,-0.0950531,-0.00256534,0,0.285937,0.243583,0,32039,0,2
2.52188e-05,0.00285215,0,0.000127145,0,-1956.27,4.48617,-0.0950788,-0.0026679,0,0.28125,0.245131,0,32040,0,2
2.69811e-05,0.0029506,0,0.00012465,0,-1956.27,4.47586,-0.0950572,-0.00218671,0,0.28125,0.243583,0,32041,0,2
6.52849e-05,0.00402415,0,0.000263817,0,-1956.33,3.25586,0.00917288,0.000917364,0,-0.0175781,0.0123047,0,32042,0,2
6.53242e-05,0.0040284,0,0.000263609,0,-1956.33,3.25223,0.00917238,0.000803378,0,-0.0175781,0.0105469,0,32043,0,2
5.52123e-05,0.00423406,0,0.000283903,0,-1956.34,2.97562,0.00938062,0.000870783,0,-0.0234375,0.0123047,0,32044,0,2
5.52561e-05,0.00423875,0,0.000283701,0,-1956.34,2.97183,0.00937982,0.000762811,0,-0.0234375,0.0105469,0,32045,0,2
1.30064e-05,0.0018142,0,9.23597e-05,0,-1956.21,3.77497,-0.0954536,-0.0162032,0,-0.0175781,0.245131,0,32046,0,2
1.47263e-05,0.00183082,0,9.72098e-05,0,-1956.21,4.08208,-0.0957877,-0.0158331,0,-0.0175781,0.243583,0,32047,0,2
1.20679e-05,0.00179392,0,8.89339e-05,0,-1956.21,3.60848,-0.0964002,-0.0185179,0,-0.0234375,0.245131,0,32048,0,2
1.35541e-05,0.00180911,0,9.39901e-05,0,-1956.21,3.90657,-0.0968752,-0.0182398,0,-0.0234375,0.243583,0,32049,0,2
6.36056e-06,0.00335906,0,7.17766e-05,0,-1956.29,11.3062,-0.0918411,0.0206996,0,0.585938,0.245131,0,32050,0,2
5.75518e-06,0.00368604,0,6.96221e-05,0,-1956.31,12.126,-0.0921649,0.0196762,0,0.585938,0.243583,0,32051,0,2
6.00018e-06,0.00370267,0,6.9025e-05,0,-1956.31,11.5259,-0.0952401,0.0180482,0,0.58125,0.245131,0,32052,0,2
5.40596e-06,0.00407604,0,6.67254e-05,0,-1956.33,12.3704,-0.0955054,0.0165407,0,0.58125,0.243583,0,32053,0,2
5.88233e-05,0.0026794,0,0.00027273,0,-1956.26,3.7729,0.00869393,0.00711911,0,-0.0175781,0.124805,0,32054,0,2
5.89944e-05,0.00271043,0,0.000272482,0,-1956.26,3.75917,0.00870103,0.00702818,0,-0.0175781,0.123047,0,32055,0,2
4.89081e-05,0.00276591,0,0.000299,0,-1956.26,3.66234,0.00870975,0.00683698,0,-0.0234375,0.124805,0,32056,0,2
4.90909e-05,0.00279938,0,0.000298603,0,-1956.26,3.64416,0.00871567,0.00674967,0,-0.0234375,0.123047,0,32057,0,2
6.32717e-05,0.00356998,0,0.000266859,0,-1956.3,3.41876,0.00899975,0.00422583,0,-0.0175781,0.0685547,0,32058,0,2
6.33732e-05,0.00359239,0,0.000266724,0,-1956.3,3.41068,0.00900847,0.00412901,0,-0.0175781,0.0667969,0,32059,0,2
5.33543e-05,0.00373378,0,0.000288885,0,-1956.31,3.18959,0.00911067,0.00404663,0,-0.0234375,0.0685547,0,32060,0,2
5.34502e-05,0.00375838,0,0.000288645,0,-1956.31,3.17875,0.00912406,0.00395333,0,-0.0234375,0.0667969,0,32061,0,2
5.12735e-05,0.00169686,0,0.000287639,0,-1956.2,4.4496,0.00870998,0.0113445,0,-0.0175781,0.181055,0,32062,0,2
5.17822e-05,0.00172615,0,0.00028613,0,-1956.21,4.39736,0.00869114,0.0111921,0,-0.0175781,0.179297,0,32063,0,2
4.02622e-05,0.00171145,0,0.0003202,0,-1956.2,4.57328,0.0091969,0.0108269,0,-0.0234375,0.181055,0,32064,0,2
4.08988e-05,0.00174306,0,0.000318368,0,-1956.21,4.50333,0.00914416,0.0107053,0,-0.0234375,0.179297,0,32065,0,2
6.46193e-05,0.00387002,0,0.000265345,0,-1956.32,3.31508,0.00911985,0.00261427,0,-0.0175781,0.0404297,0,32066,0,2
6.4676e-05,0.0038842,0,0.000265269,0,-1956.32,3.31037,0.00912595,0.00251023,0,-0.0175781,0.0386719,0,32067,0,2
5.46118e-05,0.00406381,0,0.00028597,0,-1956.33,3.04967,0.00929764,0.00249826,0,-0.0234375,0.0404297,0,32068,0,2
5.4662e-05,0.00407949,0,0.000285823,0,-1956.33,3.04331,0.00930701,0.00239852,0,-0.0234375,0.0386719,0,32069,0,2
5.58652e-05,0.00217869,0,0.000276704,0,-1956.23,4.00922,0.00864337,0.0087664,0,-0.0175781,0.15293,0,32070,0,2
5.60489e-05,0.00220979,0,0.000276466,0,-1956.23,3.99403,0.00864413,0.00864396,0,-0.0175781,0.151172,0,32071,0,2
4.56822e-05,0.00222818,0,0.00030515,0,-1956.23,3.9728,0.00874755,0.00843038,0,-0.0234375,0.15293,0,32072,0,2
4.58829e-05,0.00226149,0,0.000304781,0,-1956.23,3.95281,0.00873815,0.00831043,0,-0.0234375,0.151172,0,32073,0,2
6.13154e-05,0.00315853,0,0.000269334,0,-1956.28,3.57333,0.00884235,0.00570138,0,-0.0175781,0.0966797,0,32074,0,2
6.14511e-05,0.0031867,0,0.000269144,0,-1956.28,3.56233,0.00885278,0.00561255,0,-0.0175781,0.0949219,0,32075,0,2
5.14658e-05,0.00328454,0,0.00029329,0,-1956.29,3.39656,0.00888234,0.00547106,0,-0.0234375,0.0966797,0,32076,0,2
5.15994e-05,0.0033152,0,0.000292964,0,-1956.29,3.38186,0.00889651,0.00538525,0,-0.0234375,0.0949219,0,32077,0,2
5.39043e-05,0.00130188,0,0.000268717,0,-1956.18,4.96499,0.00647498,0.0149669,0,-0.0175781,0.20918,0,32078,0,2
5.49651e-05,0.00131421,0,0.000267884,0,-1956.18,4.7695,0.00706193,0.0139469,0,-0.0175781,0.207422,0,32079,0,2
5.24855e-05,0.00129927,0,0.00029035,0,-1956.18,5.24707,0.00635323,0.014025,0,-0.0234375,0.20918,0,32080,0,2
5.3771e-05,0.00130921,0,0.000288177,0,-1956.18,4.89124,0.00685823,0.0131072,0,-0.0234375,0.207422,0,32081,0,2
2.87018e-05,0.00165865,0,5.59013e-05,0,-1956.2,1.94766,-0.0863493,-0.00772289,0,0.0234375,0.271456,0,32082,0,2
2.84171e-05,0.00169546,0,5.56797e-05,0,-1956.2,1.95943,-0.0864378,-0.00861219,0,0.0234375,0.268359,0,32083,0,2
2.87731e-05,0.00165265,0,5.57977e-05,0,-1956.2,1.93922,-0.086615,-0.00787497,0,0.01875,0.271456,0,32084,0,2
2.84763e-05,0.00168956,0,5.54694e-05,0,-1956.2,1.94798,-0.0867146,-0.00876235,0,0.01875,0.268359,0,32085,0,2
1.02855e-06,0.00585139,0,7.00017e-06,0,-1956.42,1.43181,-0.0505394,0.0002426,0.0642955,0.631901,0.0263672,0,32086,0,2
1.02872e-06,0.00585606,0,7.00071e-06,0,-1956.42,1.43186,-0.050534,0.00022579,0.0643028,0.631901,0.0246094,0,32087,0,2
9.75434e-07,0.00734168,0,7.60808e-06,0,-1956.5,1.74201,-0.0441247,0.000262487,0.0697204,0.625521,0.0263672,0,32088,0,2
9.75592e-07,0.00734745,0,7.60861e-06,0,-1956.5,1.74203,-0.0441199,0.000244266,0.0697267,0.625521,0.0246094,0,32089,0,2
9.78362e-06,0.000890343,0,7.28371e-05,0,-1956.16,4.6705,-0.0624407,0.0143206,0,0.631901,0.271456,0,32090,0,2
9.18694e-06,0.000905813,0,7.48272e-05,0,-1956.16,4.89968,-0.0617659,0.0135775,0,0.631901,0.268359,0,32091,0,2
1.01601e-05,0.00093069,0,8.04524e-05,0,-1956.16,5.1019,-0.0639158,0.0163831,0,0.625521,0.271456,0,32092,0,2
9.36702e-06,0.000949612,0,8.24935e-05,0,-1956.16,5.37731,-0.0632555,0.0156127,0,0.625521,0.268359,0,32093,0,2
2.66418e-05,0.00182985,0,8.73242e-05,0,-1956.21,3.27685,-0.0905612,-0.0143964,0,0.323438,0.271456,0,32094,0,2
2.55993e-05,0.0018759,0,9.42886e-05,0,-1956.21,3.45037,-0.0909055,-0.0145185,0,0.323438,0.268359,0,32095,0,2
2.66348e-05,0.00183152,0,8.61031e-05,0,-1956.21,3.23192,-0.090557,-0.0142146,0,0.31875,0.271456,0,32096,0,2
2.5389e-05,0.0018767,0,9.28425e-05,0,-1956.21,3.4003,-0.0908915,-0.0143476,0,0.31875,0.268359,0,32097,0,2
9.68525e-07,0.00473894,0,6.74142e-06,0,-1956.36,1.40064,-0.0524823,0.00210615,0.0618998,0.631901,0.138867,0,32098,0,2
9.70461e-07,0.00477149,0,6.74977e-06,0,-1956.37,1.40215,-0.0524035,0.00205657,0.0619935,0.631901,0.137109,0,32099,0,2
9.1574e-07,0.00595049,0,7.33132e-06,0,-1956.43,1.72081,-0.0459659,0.00236902,0.067653,0.625521,0.138867,0,32100,0,2
9.1776e-07,0.00599194,0,7.3404e-06,0,-1956.43,1.72194,-0.0458882,0.00230958,0.0677347,0.625521,0.137109,0,32101,0,2
2.57843e-05,0.00178495,0,6.52722e-05,0,-1956.21,2.38572,-0.0867751,-0.0119854,0,0.173438,0.271456,0,32102,0,2
2.66403e-05,0.00181723,0,6.7715e-05,0,-1956.21,2.46856,-0.0867347,-0.0130076,0,0.173438,0.268359,0,32103,0,2
2.59397e-05,0.00178221,0,6.49093e-05,0,-1956.21,2.36819,-0.0865519,-0.0117785,0,0.16875,0.271456,0,32104,0,2
2.71948e-05,0.00181453,0,6.7201e-05,0,-1956.21,2.44662,-0.086492,-0.0128519,0,0.16875,0.268359,0,32105,0,2
2.49709e-05,0.00192065,0,0.00015846,0,-1956.22,6.2875,-0.106305,-0.0145368,0,0.473437,0.271456,0,32106,0,2
2.44435e-05,0.00210702,0,0.000171537,0,-1956.23,6.80618,-0.108344,-0.0139682,0,0.473437,0.268359,0,32107,0,2
2.49332e-05,0.00191345,0,0.000156839,0,-1956.22,6.15297,-0.105373,-0.0154869,0,0.46875,0.271456,0,32108,0,2
2.4172e-05,0.00209188,0,0.000170692,0,-1956.22,6.67235,-0.107393,-0.0149598,0,0.46875,0.268359,0,32109,0,2
1.01279e-06,0.00551334,0,6.93453e-06,0,-1956.41,1.42633,-0.0509803,0.000907922,0.0637211,0.631901,0.0826172,0,32110,0,2
1.0136e-06,0.00552968,0,6.93789e-06,0,-1956.41,1.42666,-0.0509561,0.000881471,0.0637516,0.631901,0.0808594,0,32111,0,2
9.60182e-07,0.00692374,0,7.5384e-06,0,-1956.48,1.73891,-0.0445263,0.000991676,0.0692272,0.625521,0.0826172,0,32112,0,2
9.60968e-07,0.00694404,0,7.54192e-06,0,-1956.48,1.73911,-0.0445039,0.000962313,0.0692534,0.625521,0.0808594,0,32113,0,2
9.18806e-07,0.00328953,0,6.63684e-06,0,-1956.29,1.29963,-0.057706,0.00246804,0.055693,0.631901,0.195117,0,32114,0,2
9.17664e-07,0.00334989,0,6.60374e-06,0,-1956.29,1.30146,-0.0574238,0.00268801,0.0560253,0.631901,0.193359,0,32115,0,2
8.34558e-07,0.00404711,0,7.06653e-06,0,-1956.33,1.62549,-0.0516584,0.00357061,0.0618097,0.625521,0.195117,0,32116,0,2
8.36425e-07,0.00412857,0,7.05222e-06,0,-1956.33,1.62887,-0.0513158,0.00373592,0.0621535,0.625521,0.193359,0,32117,0,2
2.80944e-05,0.00173184,0,6.0289e-05,0,-1956.21,2.14598,-0.0847056,-0.00846216,0,0.0984375,0.271456,0,32118,0,2
2.79729e-05,0.00176532,0,6.12437e-05,0,-1956.21,2.18948,-0.0845855,-0.00976674,0,0.0984375,0.268359,0,32119,0,2
2.81298e-05,0.00172806,0,5.99756e-05,0,-1956.21,2.13213,-0.0846663,-0.00828545,0,0.09375,0.271456,0,32120,0,2
2.80045e-05,0.00176175,0,6.08806e-05,0,-1956.21,2.17404,-0.0845514,-0.00956784,0,0.09375,0.268359,0,32121,0,2
2.67623e-05,0.00181525,0,0.000117674,0,-1956.21,4.35299,-0.0926478,-0.0185892,0,0.398438,0.271456,0,32122,0,2
2.5356e-05,0.00189315,0,0.000130284,0,-1956.21,4.6928,-0.0934979,-0.0183499,0,0.398438,0.268359,0,32123,0,2
2.6952e-05,0.00181395,0,0.000115208,0,-1956.21,4.26197,-0.0922544,-0.0183281,0,0.39375,0.271456,0,32124,0,2
2.56739e-05,0.00188818,0,0.000127358,0,-1956.21,4.58612,-0.0930411,-0.0181127,0,0.39375,0.268359,0,32125,0,2
2.32616e-05,0.0018269,0,7.31655e-05,0,-1956.21,2.72858,-0.0896988,-0.0133306,0,0.248437,0.271456,0,32126,0,2
2.07021e-05,0.00186305,0,7.7623e-05,0,-1956.21,2.85685,-0.0899159,-0.0136758,0,0.248437,0.268359,0,32127,0,2
2.31995e-05,0.00182501,0,7.25349e-05,0,-1956.21,2.70299,-0.0895766,-0.013307,0,0.24375,0.271456,0,32128,0,2
2.06573e-05,0.00186077,0,7.68854e-05,0,-1956.21,2.82968,-0.089781,-0.013674,0,0.24375,0.268359,0,32129,0,2
2.04834e-05,0.00165909,0,0.000166988,0,-1956.2,8.15521,-0.103826,0.00831409,0,0.548437,0.271456,0,32130,0,2
2.00248e-05,0.00181438,0,0.000177085,0,-1956.21,8.84805,-0.10625,0.00923374,0,0.548437,0.268359,0,32131,0,2
2.06154e-05,0.00169777,0,0.000166316,0,-1956.2,8.07025,-0.105314,0.00686319,0,0.54375,0.271456,0,32132,0,2
2.00983e-05,0.00187061,0,0.000174928,0,-1956.21,8.70858,-0.107554,0.00787138,0,0.54375,0.268359,0,32133,0,2
1.02322e-06,0.00572891,0,6.97854e-06,0,-1956.42,1.43017,-0.0506857,0.000536413,0.0641004,0.631901,0.0544922,0,32134,0,2
1.02366e-06,0.0057391,0,6.98025e-06,0,-1956.42,1.43032,-0.0506728,0.000516282,0.0641173,0.631901,0.0527344,0,32135,0,2
9.70298e-07,0.00719065,0,7.58511e-06,0,-1956.49,1.74117,-0.0442564,0.000582322,0.0695528,0.625521,0.0544922,0,32136,0,2
9.70719e-07,0.00720326,0,7.58688e-06,0,-1956.5,1.74124,-0.0442447,0.00056031,0.0695673,0.625521,0.0527344,0,32137,0,2
9.33147e-07,0.00412315,0,6.58769e-06,0,-1956.33,1.36281,-0.0542735,0.00294762,0.0597781,0.631901,0.166992,0,32138,0,2
9.35389e-07,0.00416721,0,6.59714e-06,0,-1956.33,1.36613,-0.0541248,0.00289862,0.0599546,0.631901,0.165234,0,32139,0,2
8.75745e-07,0.00515604,0,7.15286e-06,0,-1956.39,1.69028,-0.0477907,0.00345632,0.0657626,0.625521,0.166992,0,32140,0,2
8.78572e-07,0.00521361,0,7.1649e-06,0,-1956.39,1.6931,-0.0476348,0.0033851,0.0659231,0.625521,0.165234,0,32141,0,2
9.95257e-07,0.00519094,0,6.85837e-06,0,-1956.39,1.41807,-0.0515161,0.00141156,0.063058,0.631901,0.110742,0,32142,0,2
9.96582e-07,0.00521452,0,6.86407e-06,0,-1956.39,1.41878,-0.0514727,0.00137504,0.0631109,0.631901,0.108984,0,32143,0,2
9.42944e-07,0.00652151,0,7.45745e-06,0,-1956.46,1.73346,-0.0450291,0.00155806,0.0686571,0.625521,0.110742,0,32144,0,2
9.44255e-07,0.00655107,0,7.46348e-06,0,-1956.46,1.73395,-0.0449879,0.00151648,0.0687027,0.625521,0.108984,0,32145,0,2
7.24228e-06,0.00214293,0,8.8653e-05,0,-1956.23,8.08138,-0.0546994,-0.0394579,0.0695099,0.631901,0.223242,0,32146,0,2
4.82027e-06,0.00223608,0,7.4046e-05,0,-1956.23,7.0709,-0.0557114,-0.0311301,0.0647682,0.631901,0.221484,0,32147,0,2
5.85695e-06,0.00249805,0,9.19708e-05,0,-1956.25,9.20879,-0.0514707,-0.0392588,0.0743609,0.625521,0.223242,0,32148,0,2
4.00182e-06,0.00260797,0,7.67192e-05,0,-1956.25,7.97063,-0.0521397,-0.0298403,0.0692277,0.625521,0.221484,0,32149,0,2
2.83258e-05,0.00170091,0,5.76877e-05,0,-1956.2,2.0366,-0.0848834,-0.0073962,0,0.0609375,0.271456,0,32150,0,2
2.81528e-05,0.0017364,0,5.81887e-05,0,-1956.21,2.06695,-0.0848443,-0.00844736,0,0.0609375,0.268359,0,32151,0,2
2.83568e-05,0.00169645,0,5.73903e-05,0,-1956.2,2.0239,-0.0849979,-0.00734479,0,0.05625,0.271456,0,32152,0,2
2.81713e-05,0.00173217,0,5.78139e-05,0,-1956.21,2.05229,-0.0849751,-0.00836254,0,0.05625,0.268359,0,32153,0,2
2.68444e-05,0.00181629,0,9.9944e-05,0,-1956.21,3.7217,-0.0908138,-0.0163117,0,0.360938,0.271456,0,32154,0,2
2.63447e-05,0.00187283,0,0.00010925,0,-1956.21,3.95717,-0.091318,-0.0162812,0,0.360938,0.268359,0,32155,0,2
2.68108e-05,0.00181769,0,9.80829e-05,0,-1956.21,3.65704,-0.0907352,-0.0160378,0,0.35625,0.271456,0,32156,0,2
2.63532e-05,0.00187247,0,0.000107036,0,-1956.21,3.88246,-0.0912125,-0.0160327,0,0.35625,0.268359,0,32157,0,2
2.40377e-05,0.00180807,0,6.86793e-05,0,-1956.21,2.5416,-0.088509,-0.0129857,0,0.210938,0.271456,0,32158,0,2
2.17937e-05,0.00184153,0,7.23008e-05,0,-1956.21,2.65681,-0.0886315,-0.0135854,0,0.210938,0.268359,0,32159,0,2
2.42734e-05,0.00180524,0,6.81986e-05,0,-1956.21,2.5206,-0.0883179,-0.0129106,0,0.20625,0.271456,0,32160,0,2
2.21835e-05,0.00183841,0,7.16948e-05,0,-1956.21,2.63309,-0.0884256,-0.0135594,0,0.20625,0.268359,0,32161,0,2
2.23522e-05,0.00189725,0,0.000163455,0,-1956.21,7.31452,-0.110082,-0.00392614,0,0.510938,0.271456,0,32162,0,2
2.16852e-05,0.00211933,0,0.000168634,0,-1956.23,7.78122,-0.111909,-0.00311772,0,0.510938,0.268359,0,32163,0,2
2.27012e-05,0.00191111,0,0.000163221,0,-1956.22,7.19156,-0.110086,-0.00544586,0,0.50625,0.271456,0,32164,0,2
2.20752e-05,0.00213254,0,0.000169031,0,-1956.23,7.66178,-0.111953,-0.0046609,0,0.50625,0.268359,0,32165,0,2
2.75676e-05,0.00176157,0,6.258e-05,0,-1956.21,2.25628,-0.0853709,-0.0101235,0,0.135937,0.271456,0,32166,0,2
2.76861e-05,0.00179407,0,6.40621e-05,0,-1956.21,2.31393,-0.0852482,-0.0114447,0,0.135937,0.268359,0,32167,0,2
2.7764e-05,0.00175817,0,6.22873e-05,0,-1956.21,2.24194,-0.0852567,-0.00989393,0,0.13125,0.271456,0,32168,0,2
2.77194e-05,0.00179073,0,6.369e-05,0,-1956.21,2.29773,-0.0851301,-0.011229,0,0.13125,0.268359,0,32169,0,2
2.52167e-05,0.00185192,0,0.000139637,0,-1956.21,5.22873,-0.0982335,-0.0191981,0,0.435937,0.271456,0,32170,0,2
2.35004e-05,0.00197402,0,0.000155159,0,-1956.22,5.69446,-0.0997806,-0.0188433,0,0.435937,0.268359,0,32171,0,2
2.53421e-05,0.00184463,0,0.000136777,0,-1956.21,5.10546,-0.0973059,-0.0193389,0,0.43125,0.271456,0,32172,0,2
2.35828e-05,0.00195965,0,0.000152105,0,-1956.22,5.55715,-0.098756,-0.018996,0,0.43125,0.268359,0,32173,0,2
2.53758e-05,0.00183639,0,7.91181e-05,0,-1956.21,2.96463,-0.0903948,-0.0134701,0,0.285937,0.271456,0,32174,0,2
2.26538e-05,0.00187667,0,8.45982e-05,0,-1956.21,3.10899,-0.0906994,-0.0136779,0,0.285937,0.268359,0,32175,0,2
2.4991e-05,0.00183588,0,7.82779e-05,0,-1956.21,2.93174,-0.0903396,-0.0134347,0,0.28125,0.271456,0,32176,0,2
2.22578e-05,0.00187558,0,8.3613e-05,0,-1956.21,3.07377,-0.0906386,-0.0136582,0,0.28125,0.268359,0,32177,0,2
6.50058e-05,0.00396695,0,0.000264824,0,-1956.32,3.28277,0.00916082,0.00177821,0,-0.0175781,0.0263672,0,32178,0,2
6.50395e-05,0.0039763,0,0.00026473,0,-1956.32,3.27931,0.00916423,0.00167306,0,-0.0175781,0.0246094,0,32179,0,2
5.49508e-05,0.0041709,0,0.000285009,0,-1956.33,3.00671,0.00936016,0.00169579,0,-0.0234375,0.0263672,0,32180,0,2
5.49786e-05,0.00418127,0,0.000284878,0,-1956.34,3.00237,0.00936544,0.00159468,0,-0.0234375,0.0246094,0,32181,0,2
1.84199e-05,0.00159494,0,5.64616e-05,0,-1956.2,1.92271,-0.0896019,-0.0100992,0,-0.0175781,0.271456,0,32182,0,2
1.87743e-05,0.00163464,0,5.50774e-05,0,-1956.2,1.89808,-0.0897985,-0.0110674,0,-0.0175781,0.268359,0,32183,0,2
1.70287e-05,0.00158248,0,5.69486e-05,0,-1956.2,1.93452,-0.0901928,-0.0106979,0,-0.0234375,0.271456,0,32184,0,2
1.73695e-05,0.0016229,0,5.53698e-05,0,-1956.2,1.90303,-0.0903956,-0.0116756,0,-0.0234375,0.268359,0,32185,0,2
1.73992e-05,0.0013159,0,0.000143006,0,-1956.18,7.76274,-0.0840804,0.0207021,0,0.585938,0.271456,0,32186,0,2
1.67212e-05,0.00135983,0,0.000155705,0,-1956.19,8.66062,-0.0855711,0.0178861,0,0.585938,0.268359,0,32187,0,2
1.87129e-05,0.00136711,0,0.00015204,0,-1956.19,7.98464,-0.0870868,0.0191779,0,0.58125,0.271456,0,32188,0,2
1.82911e-05,0.00141232,0,0.000165136,0,-1956.19,8.89726,-0.0889914,0.0167335,0,0.58125,0.268359,0,32189,0,2
5.73664e-05,0.00242899,0,0.000274757,0,-1956.24,3.88844,0.0086551,0.0078811,0,-0.0175781,0.138867,0,32190,0,2
5.75528e-05,0.00246039,0,0.000274495,0,-1956.24,3.87365,0.00865816,0.0077814,0,-0.0175781,0.137109,0,32191,0,2
4.7326e-05,0.00249655,0,0.000302164,0,-1956.25,3.81456,0.00869749,0.00756913,0,-0.0234375,0.138867,0,32192,0,2
4.75313e-05,0.00253028,0,0.000301767,0,-1956.25,3.79516,0.00869547,0.00747306,0,-0.0234375,0.137109,0,32193,0,2
6.23605e-05,0.0033756,0,0.000267985,0,-1956.29,3.49017,0.00892449,0.00497974,0,-0.0175781,0.0826172,0,32194,0,2
6.24798e-05,0.00340124,0,0.000267822,0,-1956.29,3.48057,0.00893438,0.00488744,0,-0.0175781,0.0808594,0,32195,0,2
5.24837e-05,0.00352109,0,0.000290914,0,-1956.3,3.28535,0.00899797,0.00477401,0,-0.0234375,0.0826172,0,32196,0,2
5.25982e-05,0.00354911,0,0.000290629,0,-1956.3,3.27251,0.00901245,0.0046849,0,-0.0234375,0.0808594,0,32197,0,2
4.74786e-05,0.00146715,0,0.000293417,0,-1956.19,4.8404,0.00875299,0.0116865,0,-0.0175781,0.195117,0,32198,0,2
4.77343e-05,0.00149486,0,0.000294746,0,-1956.19,4.82526,0.0087938,0.0117265,0,-0.0175781,0.193359,0,32199,0,2
3.61679e-05,0.0014631,0,0.000323314,0,-1956.19,5.0218,0.0091782,0.0108718,0,-0.0234375,0.195117,0,32200,0,2
3.62324e-05,0.00149281,0,0.000325805,0,-1956.19,5.02023,0.00928602,0.0109394,0,-0.0234375,0.193359,0,32201,0,2
6.40335e-05,0.00373636,0,0.000265975,0,-1956.31,3.3601,0.00906488,0.00343536,0,-0.0175781,0.0544922,0,32202,0,2
6.41147e-05,0.00375493,0,0.000265872,0,-1956.31,3.35368,0.00907231,0.00333415,0,-0.0175781,0.0527344,0,32203,0,2
5.4072e-05,0.00391652,0,0.000287232,0,-1956.32,3.1106,0.00921195,0.003286,0,-0.0234375,0.0544922,0,32204,0,2
5.41471e-05,0.00393698,0,0.000287039,0,-1956.32,3.10194,0.00922359,0.00318879,0,-0.0234375,0.0527344,0,32205,0,2
5.42785e-05,0.00193379,0,0.000279332,0,-1956.22,4.15188,0.00863927,0.00994812,0,-0.0175781,0.166992,0,32206,0,2
5.45089e-05,0.00196396,0,0.000278833,0,-1956.22,4.12996,0.00863871,0.00977848,0,-0.0175781,0.165234,0,32207,0,2
4.39318e-05,0.00196604,0,0.000309223,0,-1956.22,4.16571,0.00887296,0.00958139,0,-0.0234375,0.166992,0,32208,0,2
4.41959e-05,0.00199834,0,0.000308481,0,-1956.22,4.13549,0.00884988,0.00941862,0,-0.0234375,0.165234,0,32209,0,2
6.01398e-05,0.00292449,0,0.000270909,0,-1956.27,3.66759,0.00876119,0.00640549,0,-0.0175781,0.110742,0,32210,0,2
6.02923e-05,0.00295446,0,0.000270691,0,-1956.27,3.65523,0.00877089,0.00631763,0,-0.0175781,0.108984,0,32211,0,2
5.02853e-05,0.00303063,0,0.000295994,0,-1956.27,3.52237,0.0087789,0.00615057,0,-0.0234375,0.110742,0,32212,0,2
5.04412e-05,0.0030631,0,0.000295629,0,-1956.28,3.5059,0.00879046,0.00606588,0,-0.0234375,0.108984,0,32213,0,2
1.11289e-05,0.00144639,0,0.000341639,0,-1956.19,28.0528,-0.0329248,-0.00127616,0,-0.0175781,0.223242,0,32214,0,2
1.44145e-05,0.00136487,0,0.000434515,0,-1956.19,21.4858,-0.0182102,0.00610005,0,-0.0175781,0.221484,0,32215,0,2
1.24224e-05,0.00147781,0,0.000318376,0,-1956.19,25.9866,-0.0416672,-0.00560208,0,-0.0234375,0.223242,0,32216,0,2
1.77479e-05,0.00140689,0,0.000450754,0,-1956.19,23.0674,-0.0279342,0.00011921,0,-0.0234375,0.221484,0,32217,0,2
1.97933e-06,0.00189195,0,4.39755e-05,0,-1956.21,22.5919,-0.0465932,0.00517825,0,0.009375,0.231968,0,32218,0,2
1.8838e-06,0.00190843,0,4.08101e-05,0,-1956.22,22.0279,-0.0443897,0.00547,0,0.0140625,0.231968,0,32219,0,2
9.13637e-07,0.00188344,0,2.26177e-05,0,-1956.21,25.3977,-0.0440415,0.00673545,0,0.009375,0.231194,0,32220,0,2
8.7921e-07,0.0019003,0,2.1219e-05,0,-1956.21,24.7374,-0.0421642,0.00686561,0,0.0140625,0.231194,0,32221,0,2
9.47655e-07,0.0108159,0,9.30251e-06,0,-1956.69,2.72283,-0.0314447,3.58998e-05,0.078058,0.615951,0.00351562,0,32222,0,2
